run_id	agent	query_id	task_type	query	answer	predicted_tables	expected_tables	expected_answerable	predicted_answerable	table_precision	table_recall
20251223_101934	graph_rag	Q010	impact	Which tables reference the customer master?	"I notice that you've asked about tables that reference the customer master, but the schema context section in your question appears to be empty. Without the actual schema information, I cannot provide specific table names and field details.

However, I can give you a general framework for what typically references customer master data in SAP systems:

## Common Tables That Reference Customer Master:

### **Sales & Distribution:**
- Sales documents (orders, quotations, contracts)
- Billing documents
- Delivery documents
- Customer-material info records

### **Financial Accounting:**
- Customer line items (FI documents)
- Open item management
- Customer payment history
- Credit management data

### **Relationship Types:**
- **Direct References**: Foreign key relationships to customer number
- **Indirect References**: Through business partner or account relationships

### **Typical Key Fields:**
- Customer Number (KUNNR)
- Client (MANDT)
- Business Partner Number (PARTNER)

To provide you with specific table names and detailed field mappings, I would need:
1. The actual schema structure
2. Table definitions with foreign key relationships
3. Field names and data types

Could you please share the schema context so I can give you precise table names and relationship details for your specific SAP HANA system?"		VBAK	True	True	0.0	0.0
20251223_101934	graph_rag	Q011	entity_lookup	What tables store customer data?	"I notice that you've asked about customer data tables in SAP HANA, but no schema information was actually provided in your question. Let me give you a general answer based on common SAP HANA customer data structures, and then explain what I would need to give you a specific answer.

## General Answer (Common SAP Customer Tables):

**1. Primary Customer Tables:**
- **KNA1** - Customer Master (General Data)
- **KNB1** - Customer Master (Company Code Data)
- **KNVV** - Customer Master (Sales Area Data)

**2. Common Relationships:**
- KNA1 contains basic customer information (address, communication data)
- KNB1 links to KNA1 via customer number (KUNNR) and contains company-specific data
- KNVV links to KNA1 via customer number and contains sales organization-specific data

**3. Typical Field-Level Details:**
- **KNA1**: KUNNR (Customer Number), NAME1 (Name), STRAS (Street), ORT01 (City), LAND1 (Country)
- **KNB1**: KUNNR (Customer Number), BUKRS (Company Code), AKONT (Reconciliation Account)
- **KNVV**: KUNNR (Customer Number), VKORG (Sales Organization), VTWEG (Distribution Channel)

## To Provide Specific Help:

To give you accurate information about your specific SAP HANA environment, I would need:
1. Your actual schema structure
2. Table names and their relationships
3. Specific field definitions
4. Any custom customer-related tables in your system

Could you please provide the schema context you mentioned so I can give you precise table names and relationships for your specific environment?"	KNA1	KNA1	True	True	1.0	1.0
20251223_101934	graph_rag	Q012	impact	Which tables reference the customer master?	"I notice that you've asked about tables that reference the customer master, but the schema context appears to be empty in your message. Without the specific schema information, I cannot provide the exact table names and relationships from your particular SAP HANA system.

However, I can provide you with the **typical SAP tables** that commonly reference customer master data:

## Common Tables Referencing Customer Master:

### **Core Customer Master Tables:**
- **KNA1** - Customer Master (General Data)
- **KNB1** - Customer Master (Company Code Data)
- **KNVV** - Customer Master (Sales Area Data)

### **Typical Referencing Tables:**

1. **Sales Documents:**
   - **VBAK** (Sales Document Header) - References KNA1 via KUNNR
   - **VBPA** (Sales Document Partner) - References KNA1 via KUNNR

2. **Billing Documents:**
   - **VBRK** (Billing Document Header) - References KNA1 via KUNAG, KUNRG
   - **VBRP** (Billing Document Item) - May reference customer data

3. **Financial Documents:**
   - **BSID** (Customer Open Items) - References KNA1 via KUNNR
   - **BSAD** (Customer Cleared Items) - References KNA1 via KUNNR

4. **Delivery Documents:**
   - **LIKP** (Delivery Header) - References KNA1 via KUNNR

**To get the exact information for your system, please:**
1. Share the schema context/table definitions
2. Or run this query in your SAP HANA system:

```sql
SELECT 
    TABLE_NAME,
    COLUMN_NAME,
    REFERENCED_TABLE_NAME,
    REFERENCED_COLUMN_NAME
FROM SYS.REFERENTIAL_CONSTRAINTS 
WHERE REFERENCED_TABLE_NAME IN ('KNA1', 'KNB1', 'KNVV');
```

Would you be able to provide the schema context so I can give you the specific answer for your system?"	VBAK,KNA1	VBAK	True	True	0.5	1.0
20251223_101934	graph_rag	Q013	negative_relationship	Is there a foreign key from VBAP to KNA1?	"Based on the question about foreign key relationships between VBAP and KNA1 tables, I can provide the following analysis:

## 1. Clear Answer
**Yes, there is typically a foreign key relationship from VBAP to KNA1** in standard SAP systems, though I cannot see the specific schema details in the provided context.

## 2. Relevant Table Names
- **VBAP** - Sales Document Item table
- **KNA1** - Customer Master (General Data) table

## 3. Relationship Explanation
The foreign key relationship exists because:
- VBAP contains sales order line items that need to reference customer information
- KNA1 stores master data for customers
- This creates a logical dependency where sales items must reference valid customers

## 4. Field-Level Details
The typical foreign key relationship involves:
- **VBAP.KUNNR** → **KNA1.KUNNR**
  - KUNNR is the customer number field
  - This ensures that every customer referenced in a sales document item exists in the customer master data

**Note**: Since the specific schema context wasn't fully visible in your query, this answer is based on standard SAP table relationships. To get the exact foreign key constraints in your specific HANA system, you could query:

```sql
SELECT * FROM SYS.REFERENTIAL_CONSTRAINTS 
WHERE REFERENCED_TABLE_NAME = 'KNA1' 
AND TABLE_NAME = 'VBAP';
```

Would you be able to share the actual schema context so I can provide more specific details about your system's implementation?"	VBAP,KNA1		False	True	0.0	1.0
20251223_101934	graph_rag	Q014	negative_relationship	Can VBAP be joined directly with customer data?	"Based on SAP standard data model principles, **VBAP cannot be joined directly with customer master data tables**.

## Clear Answer
No, VBAP (Sales Document Item) cannot be directly joined with customer data. You must go through the VBAK (Sales Document Header) table to access customer information.

## Relevant Table Names
- **VBAP** - Sales Document: Item Data
- **VBAK** - Sales Document: Header Data  
- **KNA1** - Customer Master (General Data)
- **KNVV** - Customer Master (Sales Data)
- **KNB1** - Customer Master (Company Code Data)

## Relationship Explanation
The relationship follows this hierarchy:
```
VBAP → VBAK → Customer Tables (KNA1/KNVV/KNB1)
```

- VBAP contains **item-level** information (materials, quantities, prices)
- VBAK contains **header-level** information including customer data
- Customer master tables contain detailed customer information

## Field-Level Details

**Join Path:**
1. **VBAP → VBAK:**
   - VBAP.VBELN = VBAK.VBELN (Sales Document Number)

2. **VBAK → Customer Tables:**
   - VBAK.KUNNR = KNA1.KUNNR (Customer Number - Sold-to Party)
   - VBAK.KUNNR = KNVV.KUNNR (for sales-specific customer data)
   - VBAK.KUNNR = KNB1.KUNNR (for company code-specific data)

**Key Customer Fields in VBAK:**
- **KUNNR** - Sold-to Party
- **KUNAG** - Ship-to Party  
- **KUNWE** - Bill-to Party
- **KUNRG** - Payer

**Sample Join Query:**
```sql
SELECT v.VBELN, v.POSNR, k.NAME1, k.LAND1
FROM VBAP v
JOIN VBAK h ON v.VBELN = h.VBELN
JOIN KNA1 k ON h.KUNNR = k.KUNNR
```

This indirect relationship is by design to maintain data normalization and avoid redundancy in the SAP data model."	VBAP,VBAK,KNA1		False	True	0.0	1.0
20251223_101934	graph_rag	Q015	negative_relationship	Is there a direct join between VBAP and KNA1?	"Based on standard SAP schema relationships, **there is NO direct join between VBAP and KNA1**.

## Clear Answer
VBAP (Sales Document Item) and KNA1 (Customer Master) cannot be joined directly as they do not share common key fields.

## Relevant Table Names
- **VBAP**: Sales Document: Item Data
- **KNA1**: Customer Master (General Section)
- **VBAK**: Sales Document: Header Data (required intermediate table)

## Relationship Explanation
To connect VBAP and KNA1, you must use an **indirect join through VBAK**:

```
VBAP → VBAK → KNA1
```

The relationship path is:
1. VBAP contains item-level data with sales document number
2. VBAK contains header-level data including customer information
3. KNA1 contains customer master data

## Field-Level Details

**Direct Join Fields:**
- VBAP to VBAK: `VBELN` (Sales Document Number)
- VBAK to KNA1: `KUNNR` (Customer Number) joins to `KUNNR`

**Key Fields:**
- **VBAP**: VBELN (Sales Doc), POSNR (Item Number)
- **VBAK**: VBELN (Sales Doc), KUNNR (Sold-to Party)
- **KNA1**: KUNNR (Customer Number) - Primary Key

**Sample Join Logic:**
```sql
SELECT *
FROM VBAP v
JOIN VBAK h ON v.VBELN = h.VBELN
JOIN KNA1 k ON h.KUNNR = k.KUNNR
```

This three-table join is necessary because customer information resides at the document header level (VBAK), not at the item level (VBAP)."	VBAP,VBAK,KNA1		False	True	0.0	1.0
20251223_101934	graph_rag	Q016	impact	What is impacted if customer data changes?	"I'd be happy to help you understand the impact of customer data changes in SAP HANA, but I notice that the schema context wasn't included in your message. Without the specific schema information, I can provide a general framework of what's typically impacted when customer data changes in SAP systems.

## General Impact Areas When Customer Data Changes:

### 1. **Primary Customer Tables**
- **KNA1** (Customer Master - General Data)
- **KNB1** (Customer Master - Company Code Data)
- **KNVV** (Customer Master - Sales Area Data)

### 2. **Transactional Impact**
- **Sales Documents** (VBAK, VBAP - Sales Orders)
- **Billing Documents** (VBRK, VBRP - Invoices)
- **Financial Documents** (BKPF, BSEG - Accounting Documents)
- **Payment Data** (BSID, BSAD - Customer Line Items)

### 3. **Relationship Explanations**
- Customer master changes cascade to open sales orders
- Credit limit changes affect order processing
- Address changes impact delivery and billing
- Payment terms affect financial postings
- Tax classifications influence pricing

### 4. **Field-Level Dependencies**
- Customer number changes require extensive data migration
- Credit control area affects all financial transactions
- Sales organization assignments impact order-to-cash process
- Banking details affect payment processing

**To provide a more specific and accurate analysis, could you please share the schema context that was mentioned? This would allow me to give you precise table relationships, field mappings, and impact analysis based on your actual data model.**"	VBAP,VBAK,KNA1	VBAK	True	True	0.333	1.0
20251223_101934	graph_rag	Q017	impact	Which tables reference the customer master?	"I notice that you've asked about tables that reference the customer master, but the schema context section appears to be empty in your question. Without the actual schema information, I cannot provide specific table names and relationships.

However, I can give you a general framework for what typically references customer master data in SAP HANA systems:

## Common Tables That Reference Customer Master:

### **Sales & Distribution:**
- Sales Orders (VBAK/VBAP)
- Billing Documents (VBRK/VBRP) 
- Delivery Documents (LIKP/LIPS)
- Quotations and Contracts

### **Financial Accounting:**
- Customer Line Items (BSID/BSAD)
- Accounts Receivable postings
- Payment documents

### **Customer Relationship Management:**
- Contact records
- Opportunity management
- Service tickets

## To Find Actual References:

You can identify tables referencing customer master using:

```sql
-- Find foreign key relationships
SELECT 
    SCHEMA_NAME,
    TABLE_NAME,
    COLUMN_NAME,
    REFERENCED_SCHEMA_NAME,
    REFERENCED_TABLE_NAME,
    REFERENCED_COLUMN_NAME
FROM SYS.REFERENTIAL_CONSTRAINTS 
WHERE REFERENCED_TABLE_NAME = 'YOUR_CUSTOMER_MASTER_TABLE';

-- Find tables with customer-related fields
SELECT SCHEMA_NAME, TABLE_NAME, COLUMN_NAME
FROM SYS.TABLE_COLUMNS 
WHERE COLUMN_NAME LIKE '%CUSTOMER%' 
   OR COLUMN_NAME LIKE '%KUNNR%'  -- SAP customer number field
   OR COLUMN_NAME LIKE '%PARTNER%';
```

**Could you please provide the actual schema context so I can give you specific table names and detailed relationship information for your system?**"	VBAP,VBAK	VBAK	True	True	0.5	1.0
20251223_101934	graph_rag	Q018	entity_lookup	What tables store customer data?	"I notice that no schema context was actually provided in your question, despite the placeholder text indicating there should be schema information. Without the specific schema details, I can provide a general answer about typical SAP HANA customer data storage patterns.

## General Answer for Customer Data Tables in SAP Systems:

### 1. **Primary Customer Tables (typical in SAP environments):**
- **KNA1** - Customer Master (General Data)
- **KNB1** - Customer Master (Company Code Data)
- **KNVV** - Customer Master (Sales Data)
- **KNVP** - Customer Master (Partner Functions)

### 2. **Common Relationships:**
- KNA1 serves as the central customer master table
- KNB1 links to KNA1 via customer number (KUNNR) for company-specific data
- KNVV connects to KNA1 for sales organization-specific information
- KNVP stores partner function assignments (sold-to, ship-to, bill-to parties)

### 3. **Typical Key Fields:**
- **KUNNR** - Customer Number (primary key)
- **NAME1** - Customer Name
- **STRAS** - Street Address
- **LAND1** - Country Code
- **BUKRS** - Company Code (in KNB1)
- **VKORG** - Sales Organization (in KNVV)

**To provide a more accurate and detailed response specific to your environment, please share the actual schema context or table structures you're working with.**

Would you like to provide the schema information so I can give you a more targeted answer?"	KNA1	KNA1	True	True	1.0	1.0
20251223_101934	graph_rag	Q019	negative_relationship	Does VBAP reference KNA1 without VBAK?	"Based on standard SAP ERP table relationships, here's the analysis:

## 1. Clear Answer
**No, VBAP does not directly reference KNA1 without going through VBAK.**

## 2. Relevant Table Names
- **VBAP** - Sales Document Item Data
- **VBAK** - Sales Document Header Data  
- **KNA1** - Customer Master (General Data)

## 3. Relationship Explanations

**Standard SAP Relationship Flow:**
```
KNA1 ← VBAK ← VBAP
```

- **VBAP to VBAK**: Direct relationship via sales document number (VBELN)
- **VBAK to KNA1**: Direct relationship via sold-to party field (KUNNR)
- **VBAP to KNA1**: Indirect relationship through VBAK

## 4. Field-Level Details

**VBAP Key Fields:**
- `VBELN` (Sales Document Number) - Links to VBAK
- `POSNR` (Item Number)

**VBAK Key Fields:**
- `VBELN` (Sales Document Number) - Primary key
- `KUNNR` (Sold-to Party) - Links to KNA1

**KNA1 Key Fields:**
- `KUNNR` (Customer Number) - Primary key

**Why No Direct Reference:**
- VBAP focuses on item-level data (materials, quantities, prices)
- Customer information is maintained at the header level (VBAK)
- This follows SAP's normalized data model design
- Prevents data redundancy across line items

**To get customer data from VBAP:**
```sql
SELECT * FROM VBAP v
JOIN VBAK h ON v.VBELN = h.VBELN
JOIN KNA1 k ON h.KUNNR = k.KUNNR
```"	VBAP,VBAK,KNA1		False	True	0.0	1.0
20251223_101934	plain_rag	Q000	entity_lookup	Which tables represent customers?	"The **KNA1** table represents customers. It contains customer master data including customer numbers, names, and country information.

The VBAK table contains sales document header data and references customers through the KUNNR field, but it represents sales documents, not customers themselves."	VBAK,KNA1	KNA1	True	True	0.5	1.0
